"FSSAI_No","Company_Name","Company_Address","Filling_Status","CIN","GST"
"D12, 2nd floor, Vasant Vihar D-block Market, New Delhi","Sweet Water Hospitality Pvt. Ltd.","[No records Found]","13315009000189","07AAOCS2131F1ZI"
"L-347 EXTN MOHAN GARDEN UTTAM NAGAR ","BIOSTONE PHARMACEUTICALS PRIVATE LIMITED","[No records Found]","13322011000468","07AAFCB9949P1ZR"
"178, JOR BAGH, DELHI","DIVA CREATIONS PRIVATE LIMITED","[No records Found]","13323999000762","07AACCD9300K1ZP"
"UNIT G-40 VIKAS CINEMALL, G.T ROAD, SHAHDARA DELHI East Delhi DL 110032 IN
","SANSUM COMPUTECH PRIVATE LIMITED","[No records Found]","13317011000070","07AAFCS7084N1ZO"
"N-37, Sector-5, Bawana Industrial Area, Delhi-39","Samson Laboratories Pvt. Ltd.","[No records Found]","13315002000070","02AAACS1471Q1ZA"
"860/16, Joshi Road, Karol Bagh Delhi - 110005","The Fitness Lab Private Limited","[No records Found]","10019011006665","07AAFCT0964Q1ZQ"
"489, 490, KATRA ISHWAR BHAWAN, KHARI BAOLI, DELHI.","BKVK FOODS PVT. LTD. ","[No records Found]","10019011006274","07AAGCB1536P1ZF"
"31, Blacok A, Link Road, Lajpat Nagar Part 3, Near Lajpat nagar metro styation","Ayurvedant Pvt.Ltd.","[No records Found]","13322010000753","09AADCA3197Q1Z0"
"D16/1, Ground Floor, Okhla Industrial Area, Phase - II, New Delhi - 110020","Fedex Express Transportation and Supply Chain services India Pvt. Ltd.","[No records Found]","13317010000318","01AABCF6516A1ZH"
"4085, NAYA BAZAR, DELHI-110006","SHIV SHANKAR AND COMPANY GRAINS PRIVATE LIMITED","[No records Found]","10012011000788","07AAPCS5781A1Z5"
"167 POCKET 2 JASOLA, OPP SANJEEVANI HOSPITAL ","ADVANT MEDIACOM PVT LTD","[No records Found]","10021011000349","29AAKCA6455G1ZD"
"KE-11, BEHIND SHAH NURSING AND BANK OF BARODA, KABIR MARG, BANIPARK","CHARAK PHARMA PRIVATE LIMITED","[No records Found]","12220026001943","02AABCC4014A1ZT"
"PLOT NO 214/473, GALI NO. 3, JADON NAGAR-A, DURGAPURA, JAIPUR","PRS ASSOCIATES LLP","[No records Found]","12218027000158","08AARFP1995N1Z7"
"C-6/9,10,11, LAWRENCE ROAD, INDUSTRIAL AREA, DELHI-110035","AHUJA ROLLER FLOUR MILL PVT. LTD.","[No records Found]","10017011004743","07AAICA3688D2ZL"
"Plot No. 140. HSIIDC Phase-2, Kundli","Vichitra Exports Pvt Ltd","[No records Found]","10814020000057","06AAACV0930H1ZO"
"D-2/66-C, Jiwan Park, Pankha Road, Uttam Nagar, West Delhi","SYNAPSE CUBE PRIVATE LIMITED","[No records Found]","13324011000212","07AAUCS1753M1ZN"
"B-132 HSIIDC Kundli","Marica International Private Limited","[No records Found]","10014064000438","06AAICM1361M1ZB"
"GROUND FLOOR, FLAT NO.723-B, OMAXE SILVER BIRCH, OMAXE NEW CHANDIGARH","FACILITY PLUS ESTATE MANAGEMENT PRIVATE LIMITED","[No records Found]","12122999000407","09AACCF3758R1ZV"
"504,LGF,MAHALUXMIPLAZA,
SECTOR-12,VASUNDHARA","REDEFINE RETAIL PVT.LTD.","[No records Found]","12715052000720","09AAFCR9187D1ZY"
"Plot no. 11 & 12, HSIIDC, MURTHAL, SONIPAT, HARYANA","INMAX FOODS PRIVATE LIMITED","[No records Found]","10020064002238","06AACCI6468H1ZE"
"Plot 28-29 Electronic City Sector 18","Life Essentials Personal Care Pvt Ltd","[No records Found]","10021064000199","06AACCL5817B1ZW"
